query,actual_destination,dspy_prediction,dspy_correct,dspy_response_time,zeroshot_prediction,zeroshot_correct,zeroshot_response_time,both_correct,both_wrong,dspy_better,zeroshot_better
Get all table names.,search_sqlite,search_sqlite,True,0.822396993637085,search_sqlite,True,0.4980659484863281,True,False,False,False
Benefits of drinking green tea.,search_internet,general_ai_response,False,9.506408929824829,general_ai_response,False,0.7094120979309082,False,True,False,False
Create a new constellation and the myth behind it.,general_ai_response,general_ai_response,True,0.8818039894104004,general_ai_response,True,0.7748239040374756,True,False,False,False
List all branches in 'my-org/monorepo'.,search_github,search_github,True,0.6245391368865967,search_github,True,0.3464019298553467,True,False,False,False
What are the PRs waiting for review in 'my-org/mobile-sdk'?,search_github,search_github,True,0.9145731925964355,search_github,True,0.6373729705810547,True,False,False,False
Write a horror story that takes place in an ordinary supermarket.,general_ai_response,general_ai_response,True,0.7258250713348389,general_ai_response,True,1.6054160594940186,True,False,False,False
Get details for commit 'sha123abc' in 'my-org/payment-processor'.,search_github,search_github,True,0.7758841514587402,search_github,True,0.6563441753387451,True,False,False,False
Let's move forward.,unknown,unknown,True,1.0269277095794678,unknown,True,0.8225011825561523,True,False,False,False
Trending topics on Twitter right now.,search_internet,search_internet,True,0.6544539928436279,search_internet,True,0.363400936126709,True,False,False,False
Add a comment to the 'Code Review Guidelines' Confluence page: 'We should add a section on static analysis tools'.,search_atlassian,search_atlassian,True,0.9286520481109619,search_atlassian,True,0.6129999160766602,True,False,False,False
Cheap flights to Paris.,search_internet,search_internet,True,2.7209548950195312,search_internet,True,0.6528100967407227,True,False,False,False
I need to compose an email to provide an update on a support ticket.,email_assistant,email_assistant,True,0.7287406921386719,email_assistant,True,0.533433198928833,True,False,False,False
"Search for repositories with 'kubernetes' and 'helm' in their description, owned by 'cloud-native-org'.",search_github,search_github,True,0.7897779941558838,search_github,True,1.6785080432891846,True,False,False,False
What are some good books to read this summer?,search_internet,general_ai_response,False,0.778710126876831,general_ai_response,False,0.5076968669891357,False,True,False,False
Explain the Drake Equation.,general_ai_response,general_ai_response,True,0.8252279758453369,general_ai_response,True,0.7118008136749268,True,False,False,False
How to make a margarita?,search_internet,search_internet,True,1.3363001346588135,general_ai_response,False,0.6303019523620605,False,False,True,False
Write a story where the main character communicates exclusively through puns.,general_ai_response,general_ai_response,True,0.6997790336608887,general_ai_response,True,0.5351402759552002,True,False,False,False
"I need the coordinates for 'Times Square, New York'.",search_google_maps,search_google_maps,True,0.7940170764923096,search_google_maps,True,0.33896565437316895,True,False,False,False
"What if clouds were made of cotton candy, but only for people who are truly happy?",general_ai_response,general_ai_response,True,0.8017678260803223,unknown,False,0.392240047454834,False,False,True,False
Write a children's story about a shy volcano.,general_ai_response,general_ai_response,True,0.9284989833831787,general_ai_response,True,0.5083310604095459,True,False,False,False
Draft an email announcing a new project launch.,email_assistant,email_assistant,True,0.7024190425872803,email_assistant,True,0.6276578903198242,True,False,False,False
What are some innovative solutions to global poverty?,general_ai_response,general_ai_response,True,0.8215301036834717,general_ai_response,True,0.9848487377166748,True,False,False,False
Write a job application for the role of 'Guardian of Lost Socks'.,general_ai_response,general_ai_response,True,2.1035032272338867,email_assistant,False,0.9016127586364746,False,False,True,False
Remind me of any Jira issues I tried to transition to 'Closed'.,search_knowledge_base,search_atlassian,False,9.83565068244934,search_atlassian,False,0.7115421295166016,False,True,False,False
"Write a children's story about a number that feels left out (e.g., the number 7 in a world obsessed with multiples of 3).",general_ai_response,general_ai_response,True,6.256208896636963,general_ai_response,True,0.7068169116973877,True,False,False,False
Who won the F1 race last weekend?,search_internet,search_internet,True,3.7915568351745605,search_internet,True,0.6101071834564209,True,False,False,False
What if gravity was 10% weaker?,general_ai_response,general_ai_response,True,0.9642741680145264,general_ai_response,True,0.6768631935119629,True,False,False,False
What's the current weather in Chicago?,search_internet,search_internet,True,6.246877908706665,search_internet,True,0.6115221977233887,True,False,False,False
Generate a list of completely useless superpowers.,general_ai_response,general_ai_response,True,1.6498851776123047,general_ai_response,True,0.46268630027770996,True,False,False,False
What would be the national anthem of the internet?,general_ai_response,general_ai_response,True,0.9613618850708008,general_ai_response,True,0.5100750923156738,True,False,False,False
What did I ask about 'code scanning alerts' for the 'WebAppV2' GitHub repo?,search_knowledge_base,search_github,False,0.9949150085449219,search_github,False,0.6549942493438721,False,True,False,False
What's the Jira profile for 'john.doe'?,search_atlassian,search_atlassian,True,0.8740510940551758,search_atlassian,True,0.4486401081085205,True,False,False,False
"If our shadows were our evil twins, what mischief would they cause?",general_ai_response,general_ai_response,True,0.8969848155975342,general_ai_response,True,0.561873197555542,True,False,False,False
Create a marketing slogan for a teleportation device.,general_ai_response,general_ai_response,True,0.9047269821166992,general_ai_response,True,0.5366630554199219,True,False,False,False
Write a fairytale about a princess who saves herself using her knowledge of coding.,general_ai_response,general_ai_response,True,0.725614070892334,general_ai_response,True,0.6719937324523926,True,False,False,False
Best beaches in California.,search_internet,search_internet,True,0.9293022155761719,search_internet,True,0.607219934463501,True,False,False,False
Show me high priority bugs in the 'MobileApp' project.,search_atlassian,search_atlassian,True,0.9625341892242432,search_atlassian,True,0.2944221496582031,True,False,False,False
Get contents of 'src/main.py' from 'my-org/python-service' on the 'develop' branch.,search_github,search_github,True,1.40982985496521,search_github,True,0.6098077297210693,True,False,False,False
"If clouds were made of solid objects that corresponded to their shapes, what would be the most interesting 'cloudfall'?",general_ai_response,general_ai_response,True,0.9343559741973877,general_ai_response,True,0.39711427688598633,True,False,False,False
What are some famous unsolved mysteries?,general_ai_response,general_ai_response,True,0.7195956707000732,general_ai_response,True,0.9679281711578369,True,False,False,False
"If sleep was a subscription service, what would the premium features be?",general_ai_response,general_ai_response,True,1.1926908493041992,general_ai_response,True,0.8703670501708984,True,False,False,False
Write a love story between an AI and a human from the AI's perspective.,general_ai_response,general_ai_response,True,0.6546459197998047,general_ai_response,True,0.5096738338470459,True,False,False,False
Search Jira for issues with 'login bug' in the summary for project 'Phoenix'.,search_atlassian,search_atlassian,True,0.6186561584472656,search_atlassian,True,0.7303969860076904,True,False,False,False
"Log a new employee: FirstName 'Bob', LastName 'Builder', Department 'Construction', Salary 60000.",search_sqlite,search_sqlite,True,1.1014299392700195,search_sqlite,True,1.646440029144287,True,False,False,False
"Describe a festival that celebrates the beauty of perfectly ordinary, everyday objects.",general_ai_response,general_ai_response,True,0.924462080001831,general_ai_response,True,1.0193250179290771,True,False,False,False
Write a story about a world where the laws of physics are determined by popular vote.,general_ai_response,general_ai_response,True,0.8230252265930176,general_ai_response,True,0.7148869037628174,True,False,False,False
"If animals could talk, which one would be the rudest?",general_ai_response,general_ai_response,True,0.7009410858154297,general_ai_response,True,0.3229517936706543,True,False,False,False
Describe the philosophical concept of nihilism.,general_ai_response,general_ai_response,True,1.9482407569885254,general_ai_response,True,0.6109519004821777,True,False,False,False
What's next?,unknown,unknown,True,0.7220518589019775,unknown,True,0.312744140625,True,False,False,False
How much time was logged on 'DEV-555' last week?,search_atlassian,search_atlassian,True,0.9112708568572998,search_atlassian,True,0.9206619262695312,True,False,False,False
Update the 'UI Overhaul Sprint': set the end date to next Friday.,search_atlassian,search_atlassian,True,0.8325119018554688,search_atlassian,True,0.8413639068603516,True,False,False,False
Have I ever tried to update a document in ChromaDB related to a GitHub discussion?,search_knowledge_base,unknown,False,0.9885120391845703,search_knowledge_base,True,0.428696870803833,False,False,False,True
"If the internet had a physical form, what would it look like?",general_ai_response,general_ai_response,True,1.116213083267212,general_ai_response,True,0.40019702911376953,True,False,False,False
What is the elevation of Mount Fuji?,search_google_maps,search_internet,False,1.220045804977417,general_ai_response,False,0.5363712310791016,False,True,False,False
Explain the basics of cryptocurrency.,general_ai_response,general_ai_response,True,1.0329699516296387,general_ai_response,True,0.5908339023590088,True,False,False,False
Describe an AI's first experience of listening to music.,general_ai_response,general_ai_response,True,1.1287779808044434,general_ai_response,True,0.6105499267578125,True,False,False,False
"If we found intelligent life on another planet, what's the first meme we should send them?",general_ai_response,general_ai_response,True,1.226227045059204,general_ai_response,True,0.7158088684082031,True,False,False,False
How many of my interactions are stored in the 'JiraQueriesLog' collection?,search_knowledge_base,search_atlassian,False,0.7241647243499756,search_knowledge_base,True,0.8156709671020508,False,False,False,True
Did I use the 'maps_geocode' tool for an address in Berlin?,search_knowledge_base,search_google_maps,False,0.6882917881011963,search_google_maps,False,0.7456493377685547,False,True,False,False
"What if every time you lied, your nose grew an inch, like Pinocchio, but with a modern twist?",general_ai_response,general_ai_response,True,0.7252030372619629,general_ai_response,True,0.45329880714416504,True,False,False,False
Find me a route to 'Yellowstone National Park' avoiding tolls.,search_google_maps,search_google_maps,True,1.2850120067596436,search_google_maps,True,0.4037308692932129,True,False,False,False
Write an email to share a link to a new blog post with my subscribers.,email_assistant,email_assistant,True,1.1699130535125732,email_assistant,True,0.6740670204162598,True,False,False,False
"If animals could write literature, what genre would a sloth specialize in?",general_ai_response,general_ai_response,True,0.7190871238708496,general_ai_response,True,8.905669927597046,True,False,False,False
Driving directions from 'Miami Beach' to 'Orlando'.,search_google_maps,search_google_maps,True,0.9265432357788086,search_google_maps,True,0.7681369781494141,True,False,False,False
"What's located at 51.5074째 N, 0.1278째 W?",search_google_maps,search_google_maps,True,1.2420291900634766,search_google_maps,True,0.44232177734375,True,False,False,False
Write a news report from a future where gravity is a controllable utility.,general_ai_response,general_ai_response,True,1.7347090244293213,general_ai_response,True,0.8256227970123291,True,False,False,False
Just explore.,unknown,unknown,True,0.8216509819030762,unknown,True,0.8193740844726562,True,False,False,False
"Design an anachronistic piece of technology (e.g., a steam-powered smartphone).",general_ai_response,general_ai_response,True,0.9085350036621094,general_ai_response,True,0.3175489902496338,True,False,False,False
Get travel times for bicycling from 'Point A' to 'Point B' and 'Point C'.,search_google_maps,search_google_maps,True,0.7190859317779541,search_google_maps,True,0.40721893310546875,True,False,False,False
Write a job description for a 'Chief Dream Officer'.,general_ai_response,general_ai_response,True,0.8221111297607422,general_ai_response,True,0.4295387268066406,True,False,False,False
How does the stock market work?,general_ai_response,general_ai_response,True,1.2026488780975342,general_ai_response,True,0.7201728820800781,True,False,False,False
Write a poem about the feeling of a forgotten password.,general_ai_response,general_ai_response,True,0.7635061740875244,general_ai_response,True,0.5681827068328857,True,False,False,False
Who last modified the 'Coding Standards' page in Confluence?,search_atlassian,search_atlassian,True,0.7303469181060791,search_atlassian,True,0.6017661094665527,True,False,False,False
What are some common biases in human thinking?,general_ai_response,general_ai_response,True,1.230449914932251,general_ai_response,True,0.2869758605957031,True,False,False,False
Release date for the next 'Legend of Zelda' game.,search_internet,search_internet,True,1.1354708671569824,search_internet,True,0.7440450191497803,True,False,False,False
Show me the 'Frontend Team Board'.,search_atlassian,search_atlassian,True,1.0064468383789062,search_atlassian,True,0.30538511276245117,True,False,False,False
Search for issues containing 'database connection timeout' across all 'my-org' repositories.,search_github,search_github,True,0.7552871704101562,search_github,True,0.5196449756622314,True,False,False,False
"If books could feel pain, which book would be in the most agony from neglect?",general_ai_response,general_ai_response,True,0.6313498020172119,general_ai_response,True,0.4504587650299072,True,False,False,False
Which products have a rating of 4 stars or higher?,search_sqlite,search_sqlite,True,0.7428591251373291,unknown,False,0.9978170394897461,False,False,True,False
Write an email to follow up after a sales call.,email_assistant,email_assistant,True,0.7195289134979248,email_assistant,True,0.6235918998718262,True,False,False,False
"Create a file 'config.json' in 'my-org/settings-repo' on the 'main' branch with content '{""key"": ""value""}' and commit message 'Add initial config'.",search_github,search_github,True,3.752744197845459,search_github,True,0.6377270221710205,True,False,False,False
Write a compelling backstory for a villain who believes they are the hero.,general_ai_response,general_ai_response,True,0.8221220970153809,general_ai_response,True,0.609299898147583,True,False,False,False
"What if the alphabet had a secret 27th letter, what would it sound like and what words would use it?",general_ai_response,general_ai_response,True,0.7793729305267334,general_ai_response,True,0.656700849533081,True,False,False,False
Process this information.,unknown,unknown,True,1.2094941139221191,unknown,True,1.608630895614624,True,False,False,False
Find the average salary in the engineering department.,search_sqlite,search_sqlite,True,0.693321943283081,search_sqlite,True,0.33530092239379883,True,False,False,False
What was that again?,unknown,unknown,True,0.8652839660644531,unknown,True,0.26512789726257324,True,False,False,False
Show me the 'Dockerfile' in 'my-org/container-app' at ref 'v1.0.0'.,search_github,search_github,True,0.8463687896728516,search_github,True,0.5003211498260498,True,False,False,False
Draft a new blog post in Confluence about our latest product release.,search_atlassian,search_atlassian,True,2.541269063949585,search_atlassian,True,0.7598369121551514,True,False,False,False
Write a set of commandments for modern internet etiquette.,general_ai_response,general_ai_response,True,0.7540180683135986,general_ai_response,True,0.2749440670013428,True,False,False,False
How far is it from 'Berlin' to 'Munich' versus 'Berlin' to 'Hamburg' by car?,search_google_maps,search_google_maps,True,0.7078509330749512,search_google_maps,True,0.514254093170166,True,False,False,False
"What address corresponds to 43.6532째 N, 79.3832째 W?",search_google_maps,search_google_maps,True,0.7754960060119629,search_google_maps,True,0.7605710029602051,True,False,False,False
Log 2 hours of work on 'TASK-910' with the comment 'Implemented API endpoint'.,search_atlassian,search_atlassian,True,0.8238201141357422,unknown,False,0.507655143737793,False,False,True,False
Write a conversation between your left brain and your right brain.,general_ai_response,general_ai_response,True,1.1635510921478271,general_ai_response,True,0.7829611301422119,True,False,False,False
What's the detail for secret alert 7 in 'my-org/deployment-scripts'?,search_github,search_github,True,0.82328200340271,search_github,True,0.5056979656219482,True,False,False,False
How would society change if humans could regenerate limbs?,general_ai_response,general_ai_response,True,0.7359960079193115,general_ai_response,True,0.39324498176574707,True,False,False,False
"If all insects formed a giant, coordinated swarm, what would be their first demand?",general_ai_response,general_ai_response,True,0.820573091506958,general_ai_response,True,0.5610198974609375,True,False,False,False
What was the Jira issue key when I asked about 'updating issue priority'?,search_knowledge_base,search_atlassian,False,0.6972317695617676,search_atlassian,False,0.77488112449646,False,True,False,False
Design a new type of cloud.,general_ai_response,general_ai_response,True,0.9362969398498535,general_ai_response,True,0.509951114654541,True,False,False,False
I need to send an email to a booking agent for a performance.,email_assistant,email_assistant,True,1.3354277610778809,email_assistant,True,0.6091442108154297,True,False,False,False
Show me the total number of products in stock.,search_sqlite,search_sqlite,True,0.8212008476257324,search_sqlite,True,0.5349628925323486,True,False,False,False
Get all unpaid invoices.,search_sqlite,search_sqlite,True,0.8384599685668945,search_sqlite,True,0.6945302486419678,True,False,False,False
Make a 'Departments' table with DepartmentID and DepartmentName.,search_sqlite,search_sqlite,True,0.7565438747406006,search_sqlite,True,0.7604920864105225,True,False,False,False
"Log a new Jira bug: 'Confluence search returning 500 error intermittently', project 'AtlassianTools'.",search_atlassian,search_atlassian,True,0.7565402984619141,search_atlassian,True,1.5956590175628662,True,False,False,False
Difference between a virus and bacteria.,search_internet,general_ai_response,False,1.5659918785095215,general_ai_response,False,0.7885558605194092,False,True,False,False
"What if our own cells held tiny, conscious civilizations within them?",general_ai_response,general_ai_response,True,1.3397011756896973,general_ai_response,True,0.6087069511413574,True,False,False,False
"Okay, now what?",unknown,unknown,True,0.923569917678833,unknown,True,0.6528680324554443,True,False,False,False
How much water should I drink a day?,search_internet,general_ai_response,False,0.7319049835205078,general_ai_response,False,0.5153379440307617,False,True,False,False
Compose an email to announce an office relocation.,email_assistant,email_assistant,True,1.1699597835540771,email_assistant,True,0.6117658615112305,True,False,False,False
"If historical figures had social media profiles, what would be a controversial post by Leonardo da Vinci?",general_ai_response,general_ai_response,True,0.9282262325286865,general_ai_response,True,0.5872588157653809,True,False,False,False
What's the distance between 'Statue of Liberty' and 'Empire State Building'?,search_google_maps,search_google_maps,True,0.9676308631896973,search_google_maps,True,0.8551080226898193,True,False,False,False
Help me craft an email to a vendor about a late delivery.,email_assistant,email_assistant,True,0.8646199703216553,email_assistant,True,0.6213829517364502,True,False,False,False
Imagine a world where people age in reverse. How would society function?,general_ai_response,general_ai_response,True,0.7638988494873047,general_ai_response,True,0.6577987670898438,True,False,False,False
"If dogs ruled the world, what laws would they make?",general_ai_response,general_ai_response,True,0.7183971405029297,general_ai_response,True,0.44066691398620605,True,False,False,False
"Tell me what's at latitude 29.9792, longitude 31.1342.",search_google_maps,search_google_maps,True,0.9953620433807373,search_google_maps,True,0.34893202781677246,True,False,False,False
Show me closed issues in 'my-org/legacy-system' that were updated in the last month.,search_github,search_github,True,0.8669700622558594,search_github,True,0.5227189064025879,True,False,False,False
"Describe a civilization that lives on the back of a giant, space-faring creature.",general_ai_response,general_ai_response,True,0.7780330181121826,general_ai_response,True,0.46335792541503906,True,False,False,False
What columns does the 'Shipments' table have?,search_sqlite,search_sqlite,True,1.1167857646942139,search_sqlite,True,0.3276350498199463,True,False,False,False
What if your favorite fictional character was your roommate?,general_ai_response,general_ai_response,True,0.6827230453491211,general_ai_response,True,0.48327016830444336,True,False,False,False
Record business insight: The new UI has led to a 10% reduction in cart abandonment.,search_sqlite,search_knowledge_base,False,0.7593669891357422,search_knowledge_base,False,0.7498819828033447,False,True,False,False
List open secret scanning alerts in 'my-org/secrets-management' for 'AWS access key'.,search_github,search_github,True,1.3974809646606445,search_github,True,0.8871700763702393,True,False,False,False
"You know, the thing with the server.",unknown,unknown,True,0.9822039604187012,unknown,True,0.49102020263671875,True,False,False,False
Describe a landscape on a planet where the grass is made of glass.,general_ai_response,general_ai_response,True,0.9202821254730225,general_ai_response,True,0.3050680160522461,True,False,False,False
Write a story where the protagonist can only speak in questions.,general_ai_response,general_ai_response,True,0.7175350189208984,general_ai_response,True,0.4600250720977783,True,False,False,False
Describe the internet as if it were a newly discovered ecosystem.,general_ai_response,general_ai_response,True,0.6661131381988525,general_ai_response,True,0.6123359203338623,True,False,False,False
Write a startup pitch for a company that manufactures artificial aurora borealis for home use.,general_ai_response,general_ai_response,True,0.7278821468353271,general_ai_response,True,0.4934549331665039,True,False,False,False
Create a recipe that uses only ingredients that are blue.,general_ai_response,general_ai_response,True,1.0942461490631104,general_ai_response,True,0.34560370445251465,True,False,False,False
Write an email to a family member planning a reunion.,email_assistant,email_assistant,True,0.7196459770202637,email_assistant,True,0.6094789505004883,True,False,False,False
